C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_01_59_981.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_01_59_981.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_01_59_981.jpg, 0, 0, 0, 8.017896E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_084.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_084.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_084.jpg, 0, 0, 0, 7.796983E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_187.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_187.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_187.jpg, 0, 0, 0, 7.826598E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_292.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_292.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_292.jpg, 0, 0, 0, 7.828988E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_394.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_394.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_394.jpg, 0, 0, 0, 7.994327E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_499.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_499.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_499.jpg, 0, 0, 0, 7.864918E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_602.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_602.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_602.jpg, 0, 0, 0, 7.93628E-05
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_705.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_705.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_705.jpg, 0, 0.1640693, 0, 0.08655819
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_811.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_811.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_811.jpg, -0.2132373, 0.5760252, 0, 0.5568448
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_00_917.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_00_917.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_00_917.jpg, -0.3410363, 0.7702481, 0, 1.332539
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_021.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_021.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_021.jpg, -0.4244523, 0.8506123, 0, 2.302398
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_128.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_128.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_128.jpg, -0.3321823, 0.8027253, 0, 3.29612
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_233.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_233.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_233.jpg, -0.1517868, 0.7902544, 0, 4.397017
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_335.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_335.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_335.jpg, -0.03295478, 0.8162135, 0, 5.323812
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_440.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_440.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_440.jpg, 0, 0.8361822, 0, 6.27096
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_542.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_542.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_542.jpg, -0.1305372, 0.8568666, 0, 7.225758
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_651.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_651.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_651.jpg, -0.3139091, 0.9437865, 0, 8.431807
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_756.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_756.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_756.jpg, -0.346198, 0.9576138, 0, 9.482947
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_860.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_860.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_860.jpg, -0.267906, 1, 0, 10.57214
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_01_960.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_01_960.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_01_960.jpg, -0.09824833, 1, 0, 11.50912
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_069.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_069.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_069.jpg, -0.06788099, 1, 0, 12.83566
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_177.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_177.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_177.jpg, -0.1789516, 0.9960439, 0, 14.00408
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_277.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_277.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_277.jpg, -0.2408919, 0.9841382, 0, 15.14252
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_379.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_379.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_379.jpg, -0.3211807, 0.9620973, 0, 16.00837
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_484.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_484.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_484.jpg, -0.3345183, 0.9583297, 0, 17.15215
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_594.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_594.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_594.jpg, -0.2849358, 1, 0, 18.3494
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_693.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_693.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_693.jpg, -0.1373189, 1, 0, 19.23907
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_794.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_794.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_794.jpg, -0.09952934, 1, 0, 20.377
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_02_900.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_02_900.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_02_900.jpg, -0.07865649, 1, 0, 21.30249
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_03_005.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_03_005.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_03_005.jpg, -0.1093629, 1, 0, 22.34896
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_03_114.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_03_114.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_03_114.jpg, -0.1648982, 1, 0, 23.50757
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_03_216.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_03_216.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_03_216.jpg, -0.181702, 1, 0, 24.46562
C:\Users\a_mog\Downloads\simulator-windows-64\IMG\center_2025_08_12_14_02_03_320.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\left_2025_08_12_14_02_03_320.jpg, C:\Users\a_mog\Downloads\simulator-windows-64\IMG\right_2025_08_12_14_02_03_320.jpg, -0.2133503, 1, 0, 25.41972
